Affiliation No.,Company,Last Name,Address,State,Phone,Email,Website,Affiliated upto,Type of School,Description
1930129,Jaigopal Garodia Vivekananda Vidyalaya,Principal Sylasree Vasunath,"Avadi-Poonamallee Road Vivekananda Nagar Avadi Chennai Tamil Nadu ,600054",Tamil Nadu,"044 ,26551520",shylvasu@gmail.com,www.jgvvavadi.com,3/31/2023,Secondary School,1930129 Affiliation No Secondary School
1930802,Jain Public School-School For Leaders,Principal Meenakshi Anandakrishnan,"Thirumudivakkam Main Road,Chromepet ,600044",Tamil Nadu,"91 ,8643852093",meena.150661@gmail.com,www.jpschennai.org,3/31/2020,Secondary School,1930802 Affiliation No Secondary School
1930170,Jain Vidya Ashram,Principal Esther Stanley,"150 Othawadai Street Puzhal, Distt Chennai, Tamilnadu-600066 ,600066",Tamil Nadu,"044 ,26590111",jainvidyaashram@gmail.com,www.jainvidyaashram.edu.in,3/31/2015,Senior Secondary,1930170 Affiliation No Senior Secondary
1930678,Jain Vidyalaya,Principal Mrs. Vijayakumari R,"New Natham Road,Thiruppalai ,625014",Tamil Nadu,"0452 ,0452-4268681",principal@jainvidyalaya.in,www.jainvidyalaya.in,3/31/2022,Senior Secondary,1930678 Affiliation No Senior Secondary
1930411,Jairam Public School,Principal Mr. I.Paul Francis Xavier,"Chinnathirupathy Salem - 636 008. ,636008",Tamil Nadu,"0427 ,0427-6993199,",jairampublicschool@gmail.com,www.jairampublicschool.com,3/31/2022,Senior Secondary,1930411 Affiliation No Senior Secondary
1930338,Jaivins Academy,Principal Santhakumar M,"193, Amman Nagar, Ammampalayam (Po) Attur (Tk) ,636141",Tamil Nadu,"4282 ,294522",principal@jaivinsacademy.edu.in,www.jaivinsacademy.edu.in,3/31/2023,Senior Secondary,1930338 Affiliation No Senior Secondary
1930651,Janus Global School,Principal Anuradha Ravi,"Serunai Perugal Road, Kilambi, Kanchipuram ,631551",Tamil Nadu,"044 ,8754087559",januseducation@gmail.com,www.janusglobalschools.in,3/31/2020,Secondary School,1930651 Affiliation No Secondary School
1930067,Jawahar Hr Secondary School,Principal Yasotha N,"Block - 17 Neyveli South Arcot Dist. Tamil Nadu ,607801",Tamil Nadu,"4142 ,256650",arshan48@gmail.com,www.jhsscbseneyveli.com,3/31/2020,Senior Secondary,1930067 Affiliation No Senior Secondary
1930007,Jawahar Vidyalaya Sr Sec School,Principal Mrs. Chitra S.,"Iv - Avenue Ashok Nagar Chennai Tamil Nadu ,600083",Tamil Nadu,"044 ,24894114",jvsss@yahoo.com,www.jawaharvidyalayachennai.in,3/31/2020,Secondary School,1930007 Affiliation No Secondary School
1930737,Jay Tech International School,Principal Mrs.Uma Maheswari,"Sf No.359,360,361, Theni-Cumbum Main Road,C.Pudupatti,Theni District, Tamilnadu(Opposite To Sathuragiri Car Services) ,625556",Tamil Nadu,"4554 ,04554274066",jaytechschool@gmail.com,www.jaytechschool.org,3/31/2021,Senior Secondary,1930737 Affiliation No Senior Secondary
1930178,Jaya Jaya Sankara Int. School,Principal T V Manamalli,"4/295 Chennai Banglore High Nazarathpet Chennai Tamil Nadu ,602103",Tamil Nadu,"044 ,26490151",manamalli_tv@yahoo.com,www.jjsis.org,3/31/2021,Secondary School,1930178 Affiliation No Secondary School
1930650,Jaya Public School,Principal Mrs. Dr.R.Gayathri,"C.T.H. Road, Thiruninravur Near Avadi, Poonamallee, Thiruvallur Tn ,602024",Tamil Nadu,"044 ,044-26390982,",jayacbseschool@gmail.com,www.jayaps.edu.in,3/31/2022,Senior Secondary,1930650 Affiliation No Senior Secondary
1930629,Jayanthi Public School,Principal Mrs. R. Sadana,"Sf.No.66/2A, Jayanthi Gardens, Arulpuram(P.O), Palladam Taluk ,641605",Tamil Nadu,"0421 ,04216999777",info@jayanthipublicschool.in,www.jayanthipublicschool.in,3/31/2021,Senior Secondary,1930629 Affiliation No Senior Secondary
1930685,Jayapriya Vidyalaya,Principal Mrs. Ezhil,"Salem Bye Pass Road, Poonthottam, Virudhachalam ,606003",Tamil Nadu,"4143 ,9443262493",jayapriyavidyalaya@gmail.com,www.jayapriyavidyalaya.com,3/31/2021,Senior Secondary,1930685 Affiliation No Senior Secondary
1930806,Jeeva Memorial Public School,Principal Jayalakshmi,"210, Palla Egai Village, Puliyur Post, ,603109",Tamil Nadu,"044 ,27447404",jayalakshmi25.principal@gmail.com,www.jmps.co.in,3/31/2020,Secondary School,1930806 Affiliation No Secondary School
1930762,Jeeva Public School,Principal Mrs.V.Minnalkodi,"2/50, Sevampalayam, Kalparapatti, Salem ,637504",Tamil Nadu,",0427 2491312",jeevapublicschool@gmail.com,http://www.jeevapublicschool.com,3/31/2020,Secondary School,1930762 Affiliation No Secondary School
1930303,Jeeva Velu International School,Principal Nishitha Selvan,"Mathur, Cuddalure Road ,606603",Tamil Nadu,"4175 ,294517",jvis.cbse@gmail.com,www.jvis.org,3/31/2021,Senior Secondary,1930303 Affiliation No Senior Secondary
1930855,Jei Mathaajee School,Principal Mr. Dhayalan. T,"No.124, Vishakandikuppam Village, Siruvakkam - 631552, Kancheepuram Taluk, Kancheepuram District, Tamil Nadu ,631552",Tamil Nadu,",044-27294569",jeimathaajeecbse@gmail.com,http://www.jeimathaajee.ac.in,3/31/2021,Secondary School,1930855 Affiliation No Secondary School
1930747,Jesus School For Excellence,Principal Mrs. Antony Alice Jeya Bharathi,"Radhapuram Main Road, Vadakangulam ,627116",Tamil Nadu,"4637 ,04637-294101,",principal@jesusschool.org,www.jesusschool.org,3/31/2022,Senior Secondary,1930747 Affiliation No Senior Secondary
1930962,John Dewey International School,Principal Mrs. Geethagopal,"Pannankuppam Near Koliyanur Villupuram ,605108",Tamil Nadu,",7540039354",jdi2017international@gmail.com,,3/31/2022,Secondary School,1930962 Affiliation No Secondary School
1930756,Johns Central School,Principal Mrs. Sherene Chandra Leela,"Jonhs Nagar Angugraman ,629401",Tamil Nadu,"4652 ,04652266167,",johnscentral_school@yahoo.com,www.johncentralschool.com,3/31/2022,Senior Secondary,1930756 Affiliation No Senior Secondary
1930607,Jrk Global School,Principal Shantha Jayakumar,"Jrk Nagar, Maralmalai Nagar Town Centre Kattankulathur ,603203",Tamil Nadu,"044 ,27456228",kayyesdee@yahoo.co.in,www.jrkglobalschool.com,3/31/2020,Senior Secondary,1930607 Affiliation No Senior Secondary
1930993,K-Zone School,Principal Mrs. K Nafisa Begum,"Vellore Road, Velakkandal, Inam Kariyandal Village, Tiruvannamalai Taluk Tiruvannamalai Disrict-606604 ,606604",Tamil Nadu,",04175241220",kzonecbse@gmail.com,,3/31/2022,Secondary School,1930993 Affiliation No Secondary School
1930619,K.C. Vidyalayam,Principal Sabarimala,"Madurai - Aruppukottai Road, Near T.V.R. Nagar, Eliyarpathi, Madurai - 625 022. ,625022",Tamil Nadu,"91 ,9629933933",kani.sabarimala@gmail.com,www.kcvidyalayam.com,3/31/2023,Secondary School,1930619 Affiliation No Secondary School
1930402,K.G.International School,Principal Mr. Augustine Anbananthan I,"263/1, Allikarampalayam Annur ,641653",Tamil Nadu,"4254 ,04254265626",principal46209.kgins@gmail.com,www.kgischool.edu.in,3/31/2022,Senior Secondary,1930402 Affiliation No Senior Secondary
1930714,K.L.N.Vidyalaya,Principal Mrs. J.Veni,"Kozhimedu, Virahanoor Post,Madurai-9 ,625009",Tamil Nadu,"0452 ,04522312313,",klnvidyalaya@gmail.com,www.klnvidyalaya.com,3/31/2022,Senior Secondary,1930714 Affiliation No Senior Secondary
1930298,K.S.Maniam Vidhya Bhavan,Principal S Senthilkumar,"K.S.Maniam Educational Institutions, Valasupalayam, Irukkur(Po),Paramathi Velur(Taluk),Namakkal(Dt),Tamilnadu. ,637204",Tamil Nadu,"4268 ,254808",rdtti@yahoo.com,www.ksmaniam.wordpress.com,3/31/2020,Senior Secondary,1930298 Affiliation No Senior Secondary
1930385,Kailash Maansarovar School,Principal Venkata Alagiri,"Kumaragiri Bye Pass, Near Udayapatty Power House, Ammapet Village, ,636014",Tamil Nadu,"0 ,9442700207",principalkms2014@gmail.com,www.kailashmaansarovar.edu.in,3/31/2020,Senior Secondary,1930385 Affiliation No Senior Secondary
1930466,Kalpana Kendhriya Academy,Principal V K Rani,"Murugoor Cross, Attur Main Road, Murugoor, Thuraiyur, Tiruchirappalli, Tamilnadu ,621010",Tamil Nadu,"0 ,9940777620",rani77kumar@gmail.com,www.kalpanakendhriyaacademy.org,3/31/2021,Secondary School,1930466 Affiliation No Secondary School
1930169,Kamala Niketan Montessori School,Principal Mala Sivakumar,"6 Maris Avenue Collector'S Office Road Trichy ,246701",Tamil Nadu,"0431 ,2467254",principal@kamalaniketan.com,www.kamalaniketan.com,3/31/2020,Senior Secondary,1930169 Affiliation No Senior Secondary
1930857,Kamala Subramaniam Secondary School,Principal Mrs. I. Vanaja Esther Rani,"No.112,(Survey No. 94/4A), Inathukkanpatti Road, Nanjikottai Village, Madhakottai, Thanjavur ,613005",Tamil Nadu,",04362228165",kamalamcbseskool@gmail.com,http://www.ksmsthanjavur.com,3/31/2021,Secondary School,1930857 Affiliation No Secondary School
1930483,Kamalam International School,Principal Muthukumaran C,"K. Nadhuhalli Village, Dharmapuri ,636809",Tamil Nadu,"4342 ,288677",princkamalam@gmail.com,www.kisss.edu.in,3/31/2020,Senior Secondary,1930483 Affiliation No Senior Secondary
1930074,Kamalavati Higher Secondary School,Principal Mr.R.Shanmuganandan,"Sahupuram Arumuganeri Tuticorin Distt. Tamil Nadu ,628229",Tamil Nadu,"4639 ,80227,",kamlavati72@yahoo.com,www.khsse.com,3/31/2021,Senior Secondary,1930074 Affiliation No Senior Secondary
1930848,Kamaraj International School,Principal Mr.K.G.Krishnamachari,"S.No.111/1 ,608602",Tamil Nadu,",04144237137",kinsvayalur@gmail.com,http://www.kinscbse.com,3/31/2021,Secondary School,1930848 Affiliation No Secondary School
1930661,Kamarajar Public School,Principal Mrs.Priyadarshini S,"Kamarajar Nagar, Thedavoor Post, Gangavalli Tk, Salem Dt-636116. ,636116",Tamil Nadu,",04282-237653, 237553",ket.cbse@gmail.com,http://kamarajarpublicschool.com,3/31/2021,Secondary School,1930661 Affiliation No Secondary School
1930485,Kanna International School,Principal Miss Thevar Prema Shenbagam,"Sankarankovil Main Road, Malaiyadikurichi Village, ,627755",Tamil Nadu,"4636 ,04636-200352,",kannainternationalschool2012@gmail.com,www. kannainternationalschool.com,3/31/2021,Senior Secondary,1930485 Affiliation No Senior Secondary
1930791,Kannadivappa International School,Principal Rajesh Kumar Krishnan,"Kannadivappa International School,Kanjirangudi,Kilakarai-Ramnathapuram E C Road,Ramanathapuram Dist Pin-623517 ,623517",Tamil Nadu,"4567 ,9600428807",rajkkmyhome@gmail.com,www.kvis.co.in,3/31/2020,Secondary School,1930791 Affiliation No Secondary School
1930781,Kannammal International School,Principal Mr. T.Arulalan,"47-A, Thiruvallauvar Street, Millers Road ,632301",Tamil Nadu,",04173-229975,",kannammalischool@gmail.com,http://www.kannammalcbseschool.com,3/31/2022,Secondary School,1930781 Affiliation No Secondary School
1930600,Karunya Christian School,Principal B Jeyasekar,"Karunya Nagar, Mathvarayapuram Village Coimbatore South Coimbatore Tamil Nadu ,641114",Tamil Nadu,"0422 ,2614830",kcs@karunya.edu,www.kcs.edu.in,3/31/2020,Senior Secondary,1930600 Affiliation No Senior Secondary
1930508,Kathir Vidyaa Mandhir,Principal Mrs.Deepa Menon,"806, Wisdom Tree, Avinashi Road, Neelambur ,641062",Tamil Nadu,"0422 ,04222203777,",principal@kathirvidyaamandhir.com,www.kathirvidyaamandhir.com,3/31/2021,Senior Secondary,1930508 Affiliation No Senior Secondary
1930155,Kavi Bharathi Vidyalaya,Principal Mr. Meena Suresh,"665 T H Road Chennai 600 019 ,600019",Tamil Nadu,"044 ,5734073",meena.kavibharathi@gmail.com,www.kavi bharathi.org,3/31/2022,Secondary School,1930155 Affiliation No Secondary School
1930427,Kenbridge School,Principal Jeyalakshmi B,"368/1,Arunachala Meadows Naranamalpuram Sankar Nagar(P.O) ,627357",Tamil Nadu,"0462 ,2300033",kbstvlprincipal@gmail.com,www.kenbridgeschool.com,3/31/2020,Senior Secondary,1930427 Affiliation No Senior Secondary
1900039,Kendriya Vidyalaya,Principal Kalyanaraman V,"Madhanagopalapuram, Perambalur, Tamilnadu ,",Tamil Nadu,"4328 ,277900",vkalyan28raman@gamil.com,www.kvperambalur.org,3/31/2023,Senior Secondary,1900039 Affiliation No Senior Secondary
1900037,Kendriya Vidyalaya,Principal R Srinivasan,"Nlc, Block - 3, Neyveli Township, Neyveli, Distt. Cuddalore, Tamilnadu ,607803",Tamil Nadu,"4142 ,253428",kvneyvli24aug@yahoo.co.in,www.kneyveli.tn.nic.in,3/31/2019,Senior Secondary,1900037 Affiliation No Senior Secondary
1900035,Kendriya Vidyalaya,Principal Dr.Reema Stella Jayachandran,"Thiruvannamalai, Ramanashram Post, Thiruvannamalai- 606 603, Tamilnadu ,606601",Tamil Nadu,"4175 ,292777",kvtvmalai2007@gmail.com,www.kvtvmalai.tn.nic.in,3/31/2013,Senior Secondary,1900035 Affiliation No Senior Secondary
1900036,Kendriya Vidyalaya,Principal K Raghavendra Rao,"Pallakollai Village, (Morappur Main Road) Settikarai Post, Dharmapuri, Tamilnadu ,636704",Tamil Nadu,"4342 ,293221",kosuru_08@gmail.com,www.kvdharmapuri.tn.nic.in,3/31/2021,Senior Secondary,1900036 Affiliation No Senior Secondary
1900011,Kendriya Vidyalaya,Principal P Selvaraj,"Narimedu P.O. Madurai Tamil Nadu ,625002",Tamil Nadu,"0452 ,2531361",rathna.selvaraj@gmail.com,kv1madurai.tn.nic.in,3/31/2028,Senior Secondary,1900011 Affiliation No Senior Secondary
1900006,Kendriya Vidyalaya,Principal A Shashi,"C L R I Campus Adyar Chennai Tamil Nadu ,600020",Tamil Nadu,"044 ,24421219",jshashi3@gmail.com,www.kvclrichennai.tn.nic.in,3/31/2020,Senior Secondary,1900006 Affiliation No Senior Secondary
1900008,Kendriya Vidyalaya,Principal N Valarmathi,"C R P F. Avadi Chennai Tamil Nadu ,600065",Tamil Nadu,"044 ,26840223",naineevalarmathi@gmail.com,www.kvcrpfavadi.tn.nic.in,3/31/2025,Senior Secondary,1900008 Affiliation No Senior Secondary
1900009,Kendriya Vidyalaya,Principal Savithri Thiagarajan,"Sowrilpalayam Road, Meena Estate Coimbatore Tamilnadu ,641028",Tamil Nadu,"0422 ,2317030",savithrirajan@gmail.com,"www.kvcoimbatore.org, www.kvcoimbatore.tn.nic.in",3/31/2022,Senior Secondary,1900009 Affiliation No Senior Secondary
1900001,Kendriya Vidyalaya,Principal Dr M Manickasamy,"I I T Campus Chennai Tamil Nadu ,600036",Tamil Nadu,"044 ,22570907",manickasamy@yahoo.co.in,www.kviitchennai.tn.nic.in,3/31/2021,Senior Secondary,1900001 Affiliation No Senior Secondary
1900002,Kendriya Vidyalaya,Principal Smt Bindu P.S.,"Gill Nagar Chennai Tamil Nadu ,600094",Tamil Nadu,"044 ,23742617,044-23742317",bindu.prasad08@gmail.com,www.kvgillnagarchennai.tn.nic.in,3/31/2021,Senior Secondary,1900002 Affiliation No Senior Secondary
1900004,Kendriya Vidyalaya,Principal Sundari Krishnamurthy,"Air Force Station Avadi. Chennai Tamil Nadu ,600055",Tamil Nadu,"044 ,26841325",sunshine_sundari@yahoo.co.in,www.kvafsavadi.tn.nic.in,3/31/2021,Senior Secondary,1900004 Affiliation No Senior Secondary
1900025,Kendriya Vidyalaya,Principal S Arumugam,"Mandapam Camp Marine Fisheries Post Ramanathapuram Distt. Tamil Nadu ,623520",Tamil Nadu,"0457 ,3241561",kvmandapam@yahoo.com,www.kvmandapam.tn.nic.in,3/31/2024,Senior Secondary,1900025 Affiliation No Senior Secondary
1900026,Kendriya Vidyalaya,Principal M Vellaichamy,"Vijayanarayanam Naval Base P.O Ins Kattabomman Tirunelveli Tamil Nadu ,627119",Tamil Nadu,"4635 ,254627",vchamy1967@yahoo.com,www.kvvijayanarayanam.tn.nic.in,3/31/2020,Senior Secondary,1900026 Affiliation No Senior Secondary
1900027,Kendriya Vidyalaya,Principal P Sakthivel,"Naval Air Station I.N.S.Rajali Arakkonam N.A.A Distt. Tamil Nadu ,631002",Tamil Nadu,"4177 ,227720",sakthivel.kombai@gmail.com,www.kvarakkonamone.tn.nic.in,3/31/2020,Senior Secondary,1900027 Affiliation No Senior Secondary
1900028,Kendriya Vidyalaya,Principal S Vallabhan,"G P R A Campus Tirumangalam Anna Nagar Chennai, Tamilnadu ,600040",Tamil Nadu,"044 ,26158780",s.vallabhanselvi@yahoo.co.in,www.kvannanagar.tn.nic.in,3/31/2020,Senior Secondary,1900028 Affiliation No Senior Secondary
1900029,Kendriya Vidyalaya,Principal C A Malarvizhi,"Cisf Rtc (A) Thakkolam Vellore Distt. Tamil Nadu ,631152",Tamil Nadu,"4177 ,204439",malarvizhi.ca@gmail.com,www.kvthakkolam.tn.nic.in,3/31/2020,Senior Secondary,1900029 Affiliation No Senior Secondary
1900013,Kendriya Vidyalaya,Principal N Geetha Rao,"Aruvankadu Nilgiri Distt Tamil Nadu ,643202",Tamil Nadu,"0423 ,2230932",rao_ngeetha@yahoo.co.in,www.kvavk.tn.nic.in/,3/31/2019,Senior Secondary,1900013 Affiliation No Senior Secondary
1900014,Kendriya Vidyalaya,Principal Marappan A,"H P F Indu Nagar Ootacamund The Nilgiris Tamil Nadu ,643005",Tamil Nadu,"0423 ,2442903",amarappan59@yahoo.co.in,www.kvindunagar.com,3/31/2022,Senior Secondary,1900014 Affiliation No Senior Secondary
1900015,Kendriya Vidyalaya,Principal Kalyanaraman V,"C E C R I Campus Karaikudi P. Muthuramalingam Distt. Tamil Nadu ,630006",Tamil Nadu,"4565 ,224596",kalyanraman30@gmail.com,www.kvkaraikudi.tn.nic.in,3/31/2021,Senior Secondary,1900015 Affiliation No Senior Secondary
1900016,Kendriya Vidyalaya,Principal V Meganathan,"No.5 Brd A.F.Station Kangayampalayam P.O Coimbatore Tamil Nadu ,641401",Tamil Nadu,"0422 ,2683473",meghukvd@gmail.com,www.kvsulur.tn.nic.in,3/31/2021,Senior Secondary,1900016 Affiliation No Senior Secondary
1900018,Kendriya Vidyalaya,Principal S Muthukumarasami,"Wellington Hall The Nilgiris Tamil Nadu ,643231",Tamil Nadu,"0423 ,2234797",sumukusami@gmail.com,www.kvwellington.tn.nic.in,3/31/2022,Senior Secondary,1900018 Affiliation No Senior Secondary
1900019,Kendriya Vidyalaya,Principal Ananthan E,"Dr. Natesan Salai Ashok Nagar Chennai Tamil Nadu ,600083",Tamil Nadu,"044 ,29810112",prabhapm64@gmail.com,www.kvashoknagar.com,3/31/2020,Senior Secondary,1900019 Affiliation No Senior Secondary
1900022,Kendriya Vidyalaya,Principal R Vijayalakshmi,"D G Q A Complex Pazhavanthangal Chennai Tamil Nadu ,600114",Tamil Nadu,"044 ,22240739",rveelakshmi@gmail.com,www.kvdgqachennai.tn.nic.in,3/31/2009,Senior Secondary,1900022 Affiliation No Senior Secondary
1900023,Kendriya Vidyalaya,Principal P I T Raja,"Ordnance Clothing Factory Avadi Chennai Tamil Nadu ,600054",Tamil Nadu,"044 ,26385869",trajasam@gmail.com,www.kvocfavadi.tn.nic.in,3/31/2023,Senior Secondary,1900023 Affiliation No Senior Secondary
1900038,Kendriya Vidyalaya,Principal R N Sendhil Kumar,"Nagercoil, Konam (Po), Kanyakumari Distt., Tamilnadu ,629004",Tamil Nadu,"4652 ,260100",msendhil@yahoo.com,kvnagercoil.tn.nic.in,3/31/2016,Senior Secondary,1900038 Affiliation No Senior Secondary
1900031,Kendriya Vidyalaya,Principal Suresh N,"Afs Pudukkottai Road Mela Vastha Chavadi P O Thanjavur Tamil Nadu ,613005",Tamil Nadu,"4362 ,226868",nsuresh.principal@gmail.com,kvthanjavur.org,3/31/2020,Senior Secondary,1900031 Affiliation No Senior Secondary
1900032,Kendriya Vidyalaya,Principal S Arumugam,"No. 38/A, Varthagan Street, Rameswaram, Ramnathpuram Distt., Tamilnadu ,623526",Tamil Nadu,"0473 ,221909",principalkvrameswaram@gmail.com,www.kvrameswaram.tn.nic.in,3/31/2020,Secondary School,1900032 Affiliation No Secondary School
1900034,Kendriya Vidyalaya,Principal C Muthiah,"Srinivasa Nagar, Panangadi Road, Sivaganga, Tamilnadu ,630561",Tamil Nadu,"4575 ,246754",cmuthiahkv@yahoo.co.in,www.kvsivaganga.tn.nic.in,3/31/2021,Senior Secondary,1900034 Affiliation No Senior Secondary
1900007,Kendriya Vidyalaya,Principal Chitra Mukundan,"Near Palavanthangal Rly Station Meenambakkam Chennai Tamil Nadu ,600027",Tamil Nadu,"044 ,22341557",kvmbk_27@yahoo.co.in,www.kvminambakkam.tn.nic.in,3/31/2022,Senior Secondary,1900007 Affiliation No Senior Secondary
